"Video Gaming Licensed Applicants",
"License Name","d/b/a","Address","City","State","Zip","County","License Number","License Type","Status Date",
"Gatsby's Gaming, LLC","Gatsby's Gaming","43 Greenlaw Blvd.","Flora","IL","62839","Clay","190703331","Establishment","06/11/2020",
"Gatsby's Gaming, LLC","Gatsby's Gaming","20031 Highway 45","Louisville","IL","62858","Clay","210701070","Establishment","07/14/2021",
"Gatsby's Gaming, LLC","Gatsby's Gaming","1476 Illinois Highway 15","Fairfield","IL","62837","Wayne","190700300","Establishment","04/18/2019",
"Gayla Y. McMillen","Winner's Lounge","2005 Keokuk Street","Hamilton","IL","62341","Hancock","210700042","Establishment","04/21/2021",
"Gayle's Monroe Tap, Inc.","Gayle's Monroe Tap","110 N Monroe St","Streator","IL","61364","La Salle","210700638","Establishment","11/18/2021",
"Gaynor's, Incorporated","4 Points Whiskey Saloon & Grill","6N744 Medinah Road","Medinah","IL","60157","DuPage","190703927","Establishment","07/30/2020",
"GCI Consolidated, LLC","Golf Club of Illinois","1575 Edgewood Dr","Algonquin","IL","60102","McHenry","130704024","Establishment","12/16/2015",
"GD & K Inc. ","Old Starks Tavern","43 W 478 IL Rt 72","Hampshire","IL","60140","Kane","120700410","Establishment","08/16/2012",
"GD's Saloon, LLC","GD's Saloon, LLC","210 Tremont St.","Odell","IL","60460","Livingston","200700217","Establishment","11/17/2020",
"GED, Inc.","Chubby's Bar & Grill","111 SE Vine","Atlanta","IL","61723","Logan","120708652","Establishment","03/27/2014",
"GELLY WINE BAR LLC","GELLY WINE BAR","4118 SOUTHWEST HIGHWAY ","HOMETOWN","IL","60456","Cook","190701754","Establishment","07/30/2020",
"GEM CITY FRESH MEX, INC.","PAPPO'S PIZZA","3364 QUINCY MALL","QUINCY","IL","62301","Adams","220701170","Establishment","09/15/2022",
"GEM CITY FUEL, INC.","JEROME MARATHON","1645 WABASH AVE","JEROME","IL","627045310","Sangamon","190701983","Establishment","11/07/2019",
"GEM CITY FUEL, INC.","BOWEN SHELL","101 W. 5TH STREET","BOWEN","IL","62316","Hancock","190701095","Establishment","08/08/2019",
"Gemstop Inc.","Ursa Gemstop","104 S. Warsaw St.","Ursa","IL","62376","Adams","170703474","Establishment","01/09/2018",
"GEN Z NIGHT CLUB, INC.","GEN Z NIGHT CLUB INC","906 Hampshire Street","Quincy","IL","62301","Adams","220702516","Establishment","10/27/2022",
"GENERATIONS BAR & GRILL, LTD.","V.I.P.'S CORNER BAR & GRILL","425 15th Street","Moline","IL","61265","Rock Island","190700310","Establishment","09/16/2019",
"GENNARO LIQUORS, INC.","GENNARO LIQUORS","5549 WEST 87TH STREET","OAK LAWN","IL","60453","Cook","150703345","Establishment","12/16/2015",
"Genoa Gaming, Inc.","Genoa Gaming, Inc","312 W. Main St.","Genoa","IL","60135","Dekalb","170701870","Establishment","09/21/2017",
"Genoa Veterans Home Corporation","Genoa Veteran's Home ","311 South Washington Street","Genoa","IL","60135","Dekalb","120713106","Establishment","02/26/2014",
"Geo's Gyros Inc.","Geo's Gyros","7090 W. 79th. St.","Burbank","IL","60459","Cook","150702223","Establishment","09/22/2015",
"Geo's Incorporated","Geo's Wings & More","4307 W Main","Belleville","IL","62226","St. Clair","120701401","Establishment","03/20/2013",
"George Anderson Investments, L.L.C.","Comeaux Daiquiri Depot","319 W 9th Street","Mount Carmel","IL","62863","Wabash","140701151","Establishment","06/26/2014",
"George Anderson Investments, L.L.C.","Lucky Lady Lounge","20150 state route 33 east","Lawrenceville","IL","62439","Lawrence","120712779","Establishment","11/21/2013",
"George Anderson Investments, L.L.C.","Lucky Lady","327-A W. 9th ST","Mount Carmel","IL","62863","Wabash","160700616","Establishment","06/02/2016",
"George Anderson Investments, L.L.C.","Lady Luck Salon","125 Leigh Ave. Suite C","Anna","IL","62906","Union","190700134","Establishment","04/18/2019",
"George Anderson Investments, L.L.C.","Lucky Lady","20184 State Route 33 East","Lawrenceville","IL","62439","Lawrence","180704495","Establishment","11/07/2019",
"GEORGE GOODSON","SPICY THAI LAO RESTAURANT","5357 STATE RD","BURBANK","IL","60459","Cook","170703858","Establishment","05/24/2018",
"George's Gyros, LLC","George's Gyros","2122 Grand Ave`","Waukegan","IL","60085","Lake","130703381","Establishment","12/19/2013",
"GEORGE'S GYROS, LLC","GEORGE'S GYROS","2504 Martin Luther King Jr. Drive","North Chicago","IL","60064","Lake","140704282","Establishment","05/28/2015",
"Georgia's 3+P, LLC","SLOTS OF CANDY","1942 S. CICERO AVE.","CICERO","IL","60804","Cook","190702197","Establishment","06/11/2020",
"GERALD & KAREN MEYER","J,M.'s Tap","7625 N. Menominee Rd.","Menominee","IL","61025","Jo Daviess","120709649","Establishment","07/18/2013",
"GERALD LEE DAVIS","LEROY'S HIDEOUT","652 PAYSON AVE","QUINCY","IL","62301","Adams","130706363","Establishment","03/27/2014",
"Gerardo Lagunas","EL Caporal Restaurant","622 Washington ST","Waukegan","IL","60085","Lake","120710812","Establishment","11/21/2013",
"Gesner Investments, LLC ","Souse's ","5855 Forest Hills Road ","Rockford ","IL","61114","Winnebago","120706967","Establishment","01/24/2013",
"GFLA Enterprises Inc.","The Lucky Duck Saloon","123 W Chebanse Ave.","Chebanse","IL","60922","Kankakee","130704698","Establishment","02/26/2014",
"GG'SPOT BAR AND GRILL LTD.","GG'SPOT BAR AND GRILL LTD.","9600 S. Pulaski Rd.","Oak Lawn","IL","60453","Cook","210703883","Establishment","09/15/2022",
"Gianni's Pizzeria & Italian Market, LLC","Gianni's Pizzeria & Italian Market","121 E. Union Ave","Litchfield","IL","62056","Montgomery","190704247","Establishment","12/17/2020",
"Giatony LLC","Aunt D's","8703 W 95th St.","Hickory Hills","IL","60457","Cook","130703261","Establishment","11/21/2013",
"Gibson Bowling Lanes, Inc.","Gibson Bowling Lanes","915 S. Sangamon Ave","Gibson City","IL","60936","Ford","120704618","Establishment","11/15/2012",
"GIBSON OIL CO.","GIBSON OIL","540 WEST COMMERCIAL","LYNDON","IL","61261","Whiteside","130703090","Establishment","04/30/2014",
"Gibson Variety Liquor Inc","Gibson Variety Liquor","115 & 119 W 8th ST","Gibson City","IL","60936","Ford","200701497","Establishment","03/10/2021",
"Gig's Place Bar & Grill, Inc.","Gig's Place Bar & Grill","220 E. Locust Street","Fairbury","IL","61739","Livingston","120707004","Establishment","12/20/2012",
"GIGEFFUS LLC","BUCK WILD","27509 N BEECH ST","ISLAND LAKE","IL","60042","Lake","130705108","Establishment","12/19/2013",
"GIGI'S HOMETOWN, LLC","GIGI'S","4112 SOUTHWEST HWY, UNIT 3","HOMETOWN","IL","60456","Cook","190700577","Establishment","11/07/2019",
"Gil's Supper Club,Ltd.","Gils Supper Club LTD DBA Gil's Supper Club and The Warehouse","12703 W Farmington Rd","Hanna City","IL","61536","Peoria","120705012","Establishment","06/20/2013",
"Gill Street Group, LLC ","Gill Street Sports Bar and Restaurant","3002B Gill Street","Bloomington","IL","61704","Mclean","120707425","Establishment","08/22/2013",
"Gill's Realty, Inc.","Gill's Diner, Slot O Cash","7834 N 2nd St","Machesney Park","IL","61115","Winnebago","130705884","Establishment","03/27/2014",
"GILMAN GAMING LLC","GILMAN GAMING LLC","126 S MAIN ST","Gilman","IL","60938","Iroquois","200702237","Establishment","12/17/2020",
"GINA'S TALK OF THE TOWN, INC.","GINA'S TALK OF THE TOWN INC","115 Governor Oglesby Street","Elkhart","IL","62634","Logan","160702635","Establishment","10/07/2016",
"GINANCE INC.","LYNN CATHERINE'S","32 Grand Ave.","Fox Lake","IL","60020","Lake","160700314","Establishment","06/02/2016",
"Gingers LITH LLC","Ginger's","130 North Lakewood Road Suite 107","Lake In The Hills","IL","60156","Mchenry","210700376","Establishment","03/10/2022",
"Gingers Park City LLC","Gingers","3331 Belvidere Rd Ste D","Park City","IL","60085","Lake","200700321","Establishment","07/30/2020",
"Giovanni's Pizzeria, Inc.","Giovanni's Pizzeria, Inc.","43 W. Front St.","El Paso","IL","61738","Woodford","210700647","Establishment","10/20/2021",
"Gippers II Sports Bar & Grill, INC.","Gippers II Sports Bar & Grill","8455 E Pine Bluff Rd","Coal City","IL","60416","Grundy","120711492","Establishment","01/15/2014",
"Giuseppe Venezia","Cimino Pizza","202 E Hitt St","Mount Morris","IL","61054","Ogle","120703341","Establishment","10/24/2013",
"Giuseppe Verdi Society","Verdi Club","782 North Madison St","Rockford","IL","61107","Winnebago","120704041","Establishment","03/27/2014",
"GK MARGIE'S, INC.","Margie's Beef & Gyros","6410 S. Cass Ave.","Westmont","IL","605593209","Dupage","170700459","Establishment","09/14/2018",
"Glass Half Full, LLC","Crestwood OTB Sports Bar & Restaurant","13148 Rivercrest Drive #B","Crestwood","IL","60445","Cook","160702072","Establishment","08/31/2016",
"Glenna J. Scott","Cookie's","222 N. Burr Blvd.","Kewanee","IL","61443","Henry","150702368","Establishment","12/16/2015",
"GLENNON'S TAVERN, INC.","Lucky Monkey","201 E. Bodman","Bement","IL","61813","Piatt","120711783","Establishment","09/19/2013",
"GLENWOOD OAKS BAR & GRILL LLC","GLENWOOD OAKS BAR & GRILL LLC","106 NORTH MAIN STREET","GLENWOOD ","IL","60425","Cook","190702182","Establishment","09/16/2019",
"GLENWOOD ROLLER RINK, INC.","GLENWOOD ROLLER RINK","656 HOLBROOK ROAD","GLENWOOD","IL","60425","Cook","160702617","Establishment","12/14/2016",
"GLM INVESTMENTS, LLC","COBBLESTONE","115/117/119 W ST. LOUIS ST","Lebanon","IL","62254","St. Clair","180700698","Establishment","09/14/2018",
"GLO-BOWL FAMILY FUN CENTER LLC","GLO-BOWL FUN CENTER ","101 Franks Rd ","Marengo ","IL","60152","Mchenry","120702996","Establishment","03/20/2013",
"Gloria's Garden, Inc.","Gloria's Garden","15430 Broadway ","Harvey","IL","60426","Cook","120701998","Establishment","07/18/2013",
"GM & B Group, LLC","The Paddlewheel Bowl","15907 SR 97","Havana","IL","62644","Mason","180701870","Establishment","09/14/2018",
"GM Entertainment LLC","Jenna's","503 N. Commercial St. Ste D","Harrisburg","IL","62946","Saline","170703001","Establishment","11/16/2017",
"GMG Enterprises, LLC","Wanda's Little Vegas","101 S. Main Street ","Forest City","IL","61532","Mason","180703436","Establishment","01/30/2019",
"GNCD, INC.","Poor Boy's Restaurant","283 Montgomery Road","Montgomery","IL","60538","Kane","120710394","Establishment","09/19/2013",
"GNL Dining Concepts, LLC","The Blossom Cafe","8349 W Lawrence","Norridge","IL","60706","Cook","150703275","Establishment","04/21/2016",
"Go Bowl, Inc","Channahon Lanes","25306 W. Eames","Channahon","IL","60410","Will","120700559","Establishment","08/16/2012",
"GOAL LINE SPORTS BAR AND GRILL INC.","GOAL LINE SPORTS BAR AND GRILL","85 BRINK ST","CRYSTAL LAKE ","IL","60014","Mchenry","160701665","Establishment","08/31/2016",
"GOC 2 INC.","CHANNAHON BAR AND GRILL","25365 SOUTH FRYER STREET","CHANNAHON","IL","60410","Will","190703768","Establishment","06/11/2020",
"Godfrey Fairways, Inc.","Rolling HIlls Golf Course","5801 Pierece Lane","Godfrey","IL","62035","Madison","120708218","Establishment","10/27/2014",
"GODFREY FUEL LLC","MELVILLE DAIRY","2904 W DELMAR AVE","GODFREY","IL","62035","Madison","200700470","Establishment","07/30/2020",
"Goeckner, Inc.","Goeckner, Inc","1184 E. 1500 North Rd. Suite A","Taylorville","IL","62568","Christian","190702231","Establishment","11/07/2019",
"GOLD DUST, LLC","GOLD DUST","2309 South Dirksen Parkway","Springfield","IL","62703","Sangamon","140701072","Establishment","05/29/2014",
"Gold Hills Golf Club, Inc.","Gold Hills Golf Club","10980 E. 900th Street","Colchester","IL","62326","Mcdonough","140701382","Establishment","05/29/2014",
"GOLD MINE GAMING INC.","GOLD MINE GAMING","2277 E NORTH GRAND AVE ","GRANDVIEW","IL","62702","Sangamon","200700540","Establishment","11/17/2020",
"GOLD MINE GAMING INC.","GOLD MINE GAMING INC.","1305 Wabash Ave. Suite G","Jerome","IL","62704","Sangamon","200701588","Establishment","01/27/2021",
"GOLD MINE GAMING INC.","GOLD MINE GAMING INC","119 S BROADWAY ","Centralia","IL","62801","Marion","200702867","Establishment","06/09/2021",
"Gold Mine Gaming Inc.","Gold Mine Gaming Inc.","730 E Jackson Street","Auburn","IL","62615","Sangamon","210700731","Establishment","06/09/2021",
"GOLD MINE GAMING INC.","GOLD MINE GAMING INC","2417 LEBANON AVENUE SUITE A & B ","shiloh","IL","62221","St. Clair","210700942","Establishment","07/14/2021",
"Gold Mine Gaming Inc.","Gold Mine Gaming Inc.","4808 W. Farmington Rd.","Peoria","IL","61604","Peoria","210702171","Establishment","10/20/2021",
"Gold Mine Gaming Inc.","Gold Mine Gaming Inc.","3215 W. Harmon Highway","Peoria","IL","61604","Peoria","210702868","Establishment","12/08/2021",
"Gold Mine Gaming Inc.","Gold Mine Gaming Inc.","3261 Court St.","Pekin","IL","61554","Tazewell","210703164","Establishment","01/27/2022",
"GOLD MINE GAMING INC.","GOLD MINE GAMING INC","425 South Main Street, Suite A","Hillsboro","IL","62049","Montgomery","180702781","Establishment","11/02/2018",
"GOLD MINE GAMING INC.","GOLD MINE GAMING INC.","977 West Washington Street","Pittsfield","IL","62363","Pike","170704105","Establishment","02/09/2018",
"GOLD MINE GAMING INC.","GOLD MINE GAMING INC.","180 Carlinville Plaza","Carlinville","IL","62626","Macoupin","170700231","Establishment","04/21/2017",
"Gold Mine Gaming Inc.","Gold Mine Gaming Inc.","1109 W. Garfield Ave.","Bartonville","IL","61607","Peoria","220700566","Establishment","04/28/2022",
"Gold Mine Gaming Inc.","Gold Mine Gaming Inc","110 S Randolph St","Coulterville","IL","62237","Randolph","220703071","Establishment","12/08/2022",
"Gold Star Gaming LLC","Gold Star Gaming","1421 N Industrial Park Rd","Minonk","IL","61760","Woodford","210702290","Establishment","01/27/2022",
"GOLD STRIKE INVESTMENTS LLC","KELLY'S SLOTS","1634 E. Algonquin Rd.","Schaumburg","IL","60173","Cook","190702051","Establishment","01/30/2020",
"Golden Brothers, Corp.","Hacienda El Dorado","817 Montgomery Rd.","Montgomery","IL","60538","Kane","220703537","Establishment","03/16/2023",
"GOLDEN CONVENIENT, LLC","CONVENIENT QUICK STOP"," 200 EMMINGA RD","GOLDEN","IL","62339","Adams","170702322","Establishment","04/12/2018",
"Golden Fox Brewing, LLC","Golden Fox Brewing","2874 N Dinneen St","Decatur","IL","62526","Macon","220702907","Establishment","12/08/2022",
"Golden Girls, Inc.","Golden Girls","610 7th Street","Rockford","IL","61104","Winnebago","120702066","Establishment","03/20/2013",
"Golden Nest Restaurant, Inc.","Bella Vista Banquets & Catering","207 W. Main St","Bensenville","IL","60106","Dupage","190701944","Establishment","11/07/2019",
"Golden Nest Restaurant, Inc.","Bella Vista at The Edge","735 E. Jefferson St","Bensenville","IL","60106","Dupage","210700372","Establishment","09/09/2021",
"GOLDEN PARTNERSHIP LLC","THE WHISTLE SPORTS BAR & GRILL","4909-11 WEST 95TH STREET","OAK LAWN","IL","60453","Cook","160700943","Establishment","06/02/2016",
"GOLDEN PETROLEUM INC.","Citgo","2704 Martin Luther King Jr. Dr.","North Chicago","IL","60064","Lake","190704164","Establishment","11/17/2020",
"GOLDEN PHEASANT CLUB, LLC","Golden Pheasant Club LLC","280 Sinsinawa Ave. ","East Dubuque","IL","61025","Jo Daviess","170704031","Establishment","03/07/2018",
"Goldfish Gaming, Inc.","Goldfish Gaming Inc","2022 N. State St.","Belvidere","IL","61008","Boone","160702394","Establishment","06/28/2017",
"Golf & Dee 76 Mini Mart, Inc.","Golf & Dee 76 Mini Mart","9201 Golf Rd","Des Plaines","IL","60016","Cook","210701060","Establishment","07/28/2022",
"Golf Shack LLC","Garrett's Restaurant & Bar","1631 N Bell School Road","Rockford","IL","61107","Winnebago","200700863","Establishment","06/09/2021",
"Gomez Investments, Inc.","Sammy's Mexican Grill","1354 Lake Street","Roselle","IL","60074","Dupage","190703750","Establishment","07/30/2020",
"Gomez Reyes Group, Inc.","Galena Supermarket & Restaurant","207 S. Galena Ave.","Freeport","IL","61032","Stephenson","180702890","Establishment","12/12/2018",
"Good Fellas Tavern LLC","Good Fellas Tavern LLC","4218 Bond Ave.","Alorton","IL","62207","St. Clair","190702965","Establishment","01/27/2021",
"Good Timer Inc.","Main Gate Bar & Grill","2143 North 11th","Springfield","IL","62702","Sangamon","120708634","Establishment","09/19/2013",
"Goodi's, Inc.","Goodi's","9645 N. Milwaukee Ave","Niles","IL","60714","Cook","210703615","Establishment","10/27/2022",
"GOODTYMES DUPO LLC","GOOD TYMES BAR & GRILL","200 N MAIN ST","Dupo","IL","62239","St. Clair","150701996","Establishment","08/25/2015",
"Goose Lake Association","Goose Lake","3935 N Goose Lake Rd","Morris","IL","60450","Grundy","120706553","Establishment","01/15/2014",
"GOPAL FOODMART, INC.","SHASTEEN'S MARATHON","703 JACKSON ST","PANA","IL","625571285","Christian","150700424","Establishment","01/26/2017",
"Gopher's Grill, Inc.","Gopher's Grill","206 W. Jefferson Ave.","Effingham","IL","62401","Effingham","180700086","Establishment","04/12/2018",
"Gorda, Inc.","Linda's Family Restaurant","1707 7th St.","Winthrop Harbor","IL","60096","Lake","130705248","Establishment","05/29/2014",
"GOT FAT INC.","FATSOZ","959 Villa Street","Elgin","IL","60120","Cook","130704163","Establishment","11/21/2013",
"Gotawin LLC","JOJO'S","776 Cole Street","Bushnell","IL","61422","Mcdonough","160702945","Establishment","12/14/2016",
"GOUNTANIS ENTERPRISES INC.","Gojos","2929 Belvidere Rd","Waukegan","IL","60085","Lake","130701403","Establishment","07/24/2014",
"Gountanis Enterprises Inc.","Coco's Cafe","1215 21st Street","Zion","IL","60099","Lake","210700980","Establishment","10/20/2021",
"Gourmet Foods International, LTD","American Cafe Restaurant","11302 W Rt 12, Unit B","Richmond","IL","60071","Mchenry","120708125","Establishment","01/24/2013",
"Govind Enterprises, Inc.","Fast Track","310 E. Saint Louis Ave.","East Alton","IL","620241441","Madison","170700838","Establishment","05/25/2017",
"Goyco Inc","Aurelios Pizza Morris","1505 Creek Dr","Morris","IL","60450","Grundy","210700128","Establishment","09/09/2021",
"GPM Investments, LLC","Jiffi Stop #574","804 W Quincy St.","Pleasant Hill","IL","62366","Pike","200702429","Establishment","11/18/2021",
